,awayline,awayodds,awayteam,crowd,date,day,gameID,homeline,homeodds,hometeam,round,time,venue,year
268,34.5,6.35,Richmond,57268,7/4/12,Saturday,5357,-34.5,1.14,Collingwood,2,7:40PM,MCG,2012
269,76.5,19,GWS,11127,8/4/12,Sunday,5358,-76.5,1.02,North Melbourne,2,1:10PM,Blundstone Arena,2012
270,52.5,11,Gold Coast,21078,8/4/12,Sunday,5359,-52.5,1.06,St Kilda,2,4:40PM,Etihad Stadium,2012
271,-12.5,1.55,Hawthorn,69231,9/4/12,Monday,5360,12.5,2.5,Geelong,2,3:10PM,MCG,2012
272,3.5,2.05,Collingwood,84259,13/4/12,Friday,5361,-3.5,1.8,Carlton,3,7:50PM,MCG,2012
273,30.5,5,Melbourne,49826,14/4/12,Saturday,5362,-30.5,1.17,Richmond,3,1:45PM,MCG,2012
274,-13.5,1.47,Sydney,19032,14/4/12,Saturday,5363,13.5,2.67,Port Adelaide,3,1:40PM,AAMI Stadium,2012
275,44.5,8,Brisbane,33473,14/4/12,Saturday,5364,-44.5,1.08,Fremantle,3,2:40PM,Domain Stadium,2012
276,-12.5,1.5,St Kilda,28971,14/4/12,Saturday,5365,12.5,2.6,Western Bulldogs,3,7:40PM,Etihad Stadium,2012
277,-53.5,1.06,Essendon,17069,14/4/12,Saturday,5366,53.5,9.5,Gold Coast,3,7:40PM,Metricon Stadium,2012
278,-97.5,1.01,West Coast,6875,15/4/12,Sunday,5367,97.5,26,GWS,3,1:10PM,Blacktown International,2012
279,29.5,4.75,Adelaide,33524,15/4/12,Sunday,5368,-29.5,1.2,Hawthorn,3,3:15PM,MCG,2012
280,-27.5,1.21,Geelong,29630,15/4/12,Sunday,5369,27.5,4.35,North Melbourne,3,4:40PM,Etihad Stadium,2012
281,16.5,2.85,Fremantle,30172,20/4/12,Friday,5370,-16.5,1.44,St Kilda,4,7:50PM,Etihad Stadium,2012
282,40.5,7,Essendon,73172,21/4/12,Saturday,5371,-40.5,1.1,Carlton,4,1:45PM,MCG,2012
283,28.5,4.3,Port Adelaide,30741,21/4/12,Saturday,5372,-28.5,1.22,Collingwood,4,2:10PM,Etihad Stadium,2012
284,90.5,26,GWS,28261,21/4/12,Saturday,5373,-90.5,1.01,Adelaide,4,4:10PM,AAMI Stadium,2012
285,20.5,3.2,Gold Coast,21980,21/4/12,Saturday,5374,-20.5,1.35,Brisbane,4,7:40PM,Gabba,2012
286,6.5,2.2,Hawthorn,40080,21/4/12,Saturday,5375,-6.5,1.68,West Coast,4,5:40PM,Domain Stadium,2012
287,32.5,5,Richmond,21952,22/4/12,Sunday,5376,-32.5,1.18,Geelong,4,1:10PM,Simonds Stadium,2012
288,-1.5,1.83,North Melbourne,21049,22/4/12,Sunday,5377,1.5,1.97,Sydney,4,3:15PM,SCG,2012
289,-19.5,1.4,Western Bulldogs,33565,22/4/12,Sunday,5378,19.5,3,Melbourne,4,4:40PM,MCG,2012
290,3.5,2,Essendon,86932,25/4/12,Wednesday,5379,-3.5,1.8,Collingwood,5,2:40PM,MCG,2012
291,-7.5,1.62,Carlton,38847,27/4/12,Friday,5380,7.5,2.35,Fremantle,5,6:40PM,Domain Stadium,2012
292,-62.5,1.05,Western Bulldogs,9128,28/4/12,Saturday,5381,62.5,10,GWS,5,2:10PM,Manuka Oval,2012
293,84.5,15,Gold Coast,17680,28/4/12,Saturday,5382,-84.5,1.02,North Melbourne,5,4:40PM,Etihad Stadium,2012
294,-19.5,1.3,Geelong,15528,28/4/12,Saturday,5383,19.5,3.55,Brisbane,5,7:40PM,Gabba,2012
295,-40.5,1.09,St Kilda,24798,28/4/12,Saturday,5384,40.5,7.75,Melbourne,5,7:40PM,MCG,2012
296,19.5,3.55,Sydney,19217,29/4/12,Sunday,5385,-19.5,1.3,Hawthorn,5,1:10PM,Aurora Stadium,2012
297,-18.5,1.35,West Coast,28464,29/4/12,Sunday,5386,18.5,3.25,Richmond,5,3:15PM,Etihad Stadium,2012
298,10.5,2.45,Port Adelaide,41649,29/4/12,Sunday,5387,-10.5,1.55,Adelaide,5,4:10PM,AAMI Stadium,2012
299,-38.5,1.11,Collingwood,38155,4/5/12,Friday,5388,38.5,6.75,Western Bulldogs,6,7:50PM,Etihad Stadium,2012
300,35.5,6.5,Brisbane,36361,5/5/12,Saturday,5389,-35.5,1.12,Essendon,6,1:40PM,Etihad Stadium,2012
301,54.5,12,Melbourne,18010,5/5/12,Saturday,5390,-54.5,1.04,Geelong,6,1:45PM,Simonds Stadium,2012
302,-36.5,1.1,Fremantle,11670,5/5/12,Saturday,5391,36.5,7.5,Gold Coast,6,4:40PM,Metricon Stadium,2012
303,24.5,3.9,Adelaide,23969,5/5/12,Saturday,5392,-24.5,1.27,Sydney,6,7:40PM,SCG,2012
304,-22.5,1.3,Hawthorn,42289,5/5/12,Saturday,5393,22.5,3.65,St Kilda,6,7:40PM,MCG,2012
305,85.5,26,GWS,28213,6/5/12,Sunday,5394,-85.5,1.01,Carlton,6,1:10PM,Etihad Stadium,2012
306,-4.5,1.75,Richmond,18522,6/5/12,Sunday,5395,4.5,2.1,Port Adelaide,6,2:45PM,AAMI Stadium,2012
307,23.5,3.8,North Melbourne,37202,6/5/12,Sunday,5396,-23.5,1.28,West Coast,6,2:40PM,Domain Stadium,2012
308,-51.5,1.03,Hawthorn,36430,11/5/12,Friday,5397,51.5,13,Melbourne,7,7:50PM,MCG,2012
309,-24.5,1.27,Gold Coast,8603,12/5/12,Saturday,5398,24.5,3.8,GWS,7,1:40PM,Manuka Oval,2012
310,-7.5,1.67,Geelong,35535,12/5/12,Saturday,5399,7.5,2.25,Adelaide,7,1:15PM,AAMI Stadium,2012
311,2.5,2.05,Sydney,40352,12/5/12,Saturday,5400,-2.5,1.8,Richmond,7,4:40PM,MCG,2012
312,-25.5,1.17,Collingwood,27926,12/5/12,Saturday,5401,25.5,5.25,Brisbane,7,7:40PM,Gabba,2012
313,10.5,2.5,West Coast,43260,12/5/12,Saturday,5402,-10.5,1.55,Essendon,7,7:40PM,Etihad Stadium,2012
314,18.5,3.2,Western Bulldogs,20885,13/5/12,Sunday,5403,-18.5,1.35,North Melbourne,7,1:10PM,Etihad Stadium,2012
315,32.5,6,Port Adelaide,30079,13/5/12,Sunday,5404,-32.5,1.14,Fremantle,7,2:40PM,Domain Stadium,2012
316,-25.5,1.24,Carlton,38823,14/5/12,Monday,5405,25.5,4.05,St Kilda,7,7:40PM,Etihad Stadium,2012
317,5.5,2.15,Geelong,75650,18/5/12,Friday,5406,-5.5,1.7,Collingwood,8,7:50PM,MCG,2012
318,-13.5,1.48,North Melbourne,14508,19/5/12,Saturday,5407,13.5,2.65,Port Adelaide,8,1:15PM,AAMI Stadium,2012
319,29.5,4.9,Fremantle,12959,19/5/12,Saturday,5408,-29.5,1.18,Hawthorn,8,2:10PM,Aurora Stadium,2012
320,41.5,8,Melbourne,20818,19/5/12,Saturday,5409,-41.5,1.08,Sydney,8,4:40PM,SCG,2012
321,36.5,6,Gold Coast,8724,19/5/12,Saturday,5410,-36.5,1.14,Western Bulldogs,8,7:10PM,TIO Stadium,2012
322,14.5,2.85,Richmond,80900,19/5/12,Saturday,5411,-14.5,1.45,Essendon,8,7:45PM,MCG,2012
323,35.5,5.75,GWS,16049,20/5/12,Sunday,5412,-35.5,1.15,Brisbane,8,1:10PM,Gabba,2012
324,14.5,2.75,Adelaide,35919,20/5/12,Sunday,5413,-14.5,1.45,Carlton,8,3:15PM,Etihad Stadium,2012
325,17.5,2.95,St Kilda,38174,20/5/12,Sunday,5414,-17.5,1.4,West Coast,8,2:40PM,Domain Stadium,2012
326,-29.5,1.16,Geelong,29118,25/5/12,Friday,5415,29.5,5.25,Western Bulldogs,9,7:50PM,Etihad Stadium,2012
327,-22.5,1.28,Hawthorn,51617,26/5/12,Saturday,5416,22.5,3.65,Richmond,9,1:45PM,MCG,2012
328,-13.5,1.55,Port Adelaide,12416,26/5/12,Saturday,5417,13.5,2.5,Gold Coast,9,2:10PM,Metricon Stadium,2012
329,-2.5,1.8,Sydney,34737,26/5/12,Saturday,5418,2.5,2,St Kilda,9,4:40PM,Etihad Stadium,2012
330,14.5,2.8,Collingwood,44238,26/5/12,Saturday,5419,-14.5,1.45,Adelaide,9,7:10PM,AAMI Stadium,2012
331,-68.5,1.01,Essendon,11887,26/5/12,Saturday,5420,68.5,26,GWS,9,7:40PM,Spotless Stadium,2012
332,26.5,4.15,Brisbane,19988,27/5/12,Sunday,5421,-26.5,1.24,North Melbourne,9,1:10PM,Etihad Stadium,2012
333,49.5,9.5,Melbourne,28371,27/5/12,Sunday,5422,-49.5,1.06,Carlton,9,3:15PM,MCG,2012
334,18.5,3.05,Fremantle,40905,27/5/12,Sunday,5423,-18.5,1.38,West Coast,9,2:40PM,Domain Stadium,2012
335,2.5,2,Richmond,49337,1/6/12,Friday,5424,-2.5,1.8,St Kilda,10,7:50PM,Etihad Stadium,2012
336,80.5,17,GWS,17243,2/6/12,Saturday,5425,-80.5,1.01,Geelong,10,1:45PM,Simonds Stadium,2012
337,25.5,4,North Melbourne,16143,2/6/12,Saturday,5426,-25.5,1.25,Hawthorn,10,2:10PM,Aurora Stadium,2012
338,-9.5,1.58,Adelaide,31392,2/6/12,Saturday,5427,9.5,2.4,Fremantle,10,2:40PM,Domain Stadium,2012
339,-17.5,1.4,Carlton,24746,2/6/12,Saturday,5428,17.5,3,Port Adelaide,10,7:10PM,AAMI Stadium,2012
340,55.5,12,Melbourne,42987,2/6/12,Saturday,5429,-55.5,1.04,Essendon,10,7:40PM,MCG,2012
341,-27.5,1.18,West Coast,15546,3/6/12,Sunday,5430,27.5,4.9,Brisbane,10,1:10PM,Gabba,2012
342,21.5,3.95,Western Bulldogs,13505,3/6/12,Sunday,5431,-21.5,1.26,Sydney,10,3:15PM,SCG,2012
343,69.5,17,Gold Coast,36913,3/6/12,Sunday,5432,-69.5,1.01,Collingwood,10,4:40PM,MCG,2012
344,-14.5,1.45,Geelong,47632,8/6/12,Friday,5433,14.5,2.8,Carlton,11,7:50PM,Etihad Stadium,2012
345,31.5,4.6,Fremantle,43801,9/6/12,Saturday,5434,-31.5,1.2,Richmond,11,2:10PM,MCG,2012
346,-43.5,1.1,St Kilda,12534,9/6/12,Saturday,5435,43.5,7.5,Gold Coast,11,4:40PM,Metricon Stadium,2012
347,12.5,2.65,Sydney,42785,9/6/12,Saturday,5436,-12.5,1.5,Essendon,11,7:40PM,Etihad Stadium,2012
348,-26.5,1.25,Hawthorn,26638,10/6/12,Sunday,5437,26.5,4,Port Adelaide,11,4:10PM,AAMI Stadium,2012
349,-46.5,1.08,Collingwood,64250,11/6/12,Monday,5438,46.5,8.25,Melbourne,11,3:15PM,MCG,2012
350,22.5,3.7,Carlton,34224,14/6/12,Thursday,5439,-22.5,1.3,West Coast,12,5:40PM,Domain Stadium,2012
351,11.5,2.65,St Kilda,36394,15/6/12,Friday,5440,-11.5,1.5,Adelaide,12,8:10PM,AAMI Stadium,2012
352,-52.5,1.05,Richmond,7538,16/6/12,Saturday,5441,52.5,11,GWS,12,2:10PM,Spotless Stadium,2012
353,-36.5,1.17,North Melbourne,10170,16/6/12,Saturday,5442,36.5,5.25,Gold Coast,12,7:40PM,Metricon Stadium,2012
354,50.5,9,Brisbane,35492,17/6/12,Sunday,5443,-50.5,1.07,Hawthorn,12,1:10PM,MCG,2012
355,16.5,2.95,Port Adelaide,16036,17/6/12,Sunday,5444,-16.5,1.43,Western Bulldogs,12,4:40PM,Etihad Stadium,2012
356,8.5,2.3,Geelong,27400,22/6/12,Friday,5445,-8.5,1.65,Sydney,13,7:50PM,SCG,2012
357,18.5,3.05,Brisbane,20146,23/6/12,Saturday,5446,-18.5,1.38,Western Bulldogs,13,2:10PM,Etihad Stadium,2012
358,16.5,3.15,West Coast,62957,23/6/12,Saturday,5447,-16.5,1.38,Collingwood,13,4:40PM,MCG,2012
359,-9.5,1.62,Essendon,34567,23/6/12,Saturday,5448,9.5,2.35,Fremantle,13,5:40PM,Domain Stadium,2012
360,26.5,3.85,GWS,20070,24/6/12,Sunday,5449,-26.5,1.28,Melbourne,13,3:15PM,MCG,2012
361,-19.5,1.35,Adelaide,18866,24/6/12,Sunday,5450,19.5,3.3,North Melbourne,13,4:40PM,Etihad Stadium,2012
362,-23.5,1.3,Hawthorn,65047,29/6/12,Friday,5451,23.5,3.7,Carlton,14,7:50PM,MCG,2012
363,38.5,7.5,Fremantle,44891,30/6/12,Saturday,5452,-38.5,1.1,Collingwood,14,1:45PM,MCG,2012
364,17.5,3.05,Richmond,33780,30/6/12,Saturday,5453,-17.5,1.4,Adelaide,14,1:40PM,AAMI Stadium,2012
365,71.5,21,Gold Coast,34592,30/6/12,Saturday,5454,-71.5,1.01,West Coast,14,2:40PM,Domain Stadium,2012
366,69.5,21,GWS,22565,30/6/12,Saturday,5455,-69.5,1.01,Sydney,14,7:40PM,ANZ Stadium,2012
367,29.5,4.95,Western Bulldogs,40824,30/6/12,Saturday,5456,-29.5,1.18,Essendon,14,7:40PM,Etihad Stadium,2012
368,51.5,11,Port Adelaide,13736,1/7/12,Sunday,5457,-51.5,1.04,Geelong,14,1:10PM,Simonds Stadium,2012
369,28.5,4.1,Melbourne,22114,1/7/12,Sunday,5458,-28.5,1.25,Brisbane,14,3:15PM,Gabba,2012
370,19.5,3.1,North Melbourne,33106,1/7/12,Sunday,5459,-19.5,1.37,St Kilda,14,4:40PM,Etihad Stadium,2012
371,28.5,4.9,Carlton,75755,6/7/12,Friday,5460,-28.5,1.19,Collingwood,15,7:50PM,MCG,2012
372,-14.5,1.5,West Coast,14113,7/7/12,Saturday,5461,14.5,2.65,North Melbourne,15,1:45PM,Blundstone Arena,2012
373,-31.5,1.24,Richmond,46773,7/7/12,Saturday,5462,31.5,4.1,Melbourne,15,2:10PM,MCG,2012
374,34.5,5.1,Brisbane,19419,7/7/12,Saturday,5463,-34.5,1.17,Sydney,15,4:40PM,SCG,2012
375,-26.5,1.25,Adelaide,34829,7/7/12,Saturday,5464,26.5,4.1,Port Adelaide,15,7:10PM,AAMI Stadium,2012
376,-19.5,1.37,Essendon,45838,7/7/12,Saturday,5465,19.5,3.2,St Kilda,15,7:40PM,Etihad Stadium,2012
377,92.5,21,GWS,26518,8/7/12,Sunday,5466,-92.5,1.01,Hawthorn,15,1:10PM,MCG,2012
378,-55.5,1.03,Geelong,15824,8/7/12,Sunday,5467,55.5,14,Gold Coast,15,3:15PM,Metricon Stadium,2012
379,32.5,5.2,Western Bulldogs,30420,8/7/12,Sunday,5468,-32.5,1.18,Fremantle,15,2:40PM,Domain Stadium,2012
380,-4.5,1.72,Carlton,46423,13/7/12,Friday,5469,4.5,2.15,North Melbourne,16,7:50PM,Etihad Stadium,2012
381,-21.5,1.33,Fremantle,13284,14/7/12,Saturday,5470,21.5,3.4,Melbourne,16,1:45PM,Etihad Stadium,2012
382,-13.5,1.47,Essendon,17344,14/7/12,Saturday,5471,13.5,2.7,Port Adelaide,16,1:40PM,AAMI Stadium,2012
383,37.5,5.15,Gold Coast,"10961""",14/7/12,Saturday,5472,-37.5,1.17,Richmond,16,4:40PM,Cazalys Stadium,2012
384,-9.5,1.57,St Kilda,19228,14/7/12,Saturday,5473,9.5,2.45,Brisbane,16,7:40PM,Gabba,2012
385,-12.5,1.48,Collingwood,61717,14/7/12,Saturday,5474,12.5,2.75,Geelong,16,7:40PM,MCG,2012
386,-70.5,1.02,Adelaide,7669,15/7/12,Sunday,5475,70.5,17,GWS,16,1:10PM,Spotless Stadium,2012
387,-49.5,1.06,Hawthorn,24754,15/7/12,Sunday,5476,49.5,10,Western Bulldogs,16,3:15PM,Etihad Stadium,2012
388,5.5,2.18,Sydney,39152,15/7/12,Sunday,5477,-5.5,1.72,West Coast,16,2:40PM,Domain Stadium,2012
389,-3.5,1.8,Essendon,50066,20/7/12,Friday,5478,3.5,2.05,Geelong,17,7:50PM,Etihad Stadium,2012
390,2.5,2,Hawthorn,83714,21/7/12,Saturday,5479,-2.5,1.87,Collingwood,17,1:45PM,MCG,2012
391,16.5,2.95,West Coast,40724,21/7/12,Saturday,5480,-16.5,1.42,Adelaide,17,1:40PM,AAMI Stadium,2012
392,-26.5,1.28,Brisbane,16550,21/7/12,Saturday,5481,26.5,3.8,Gold Coast,17,4:40PM,Gabba,2012
393,-7.5,1.67,Port Adelaide,6714,21/7/12,Saturday,5482,7.5,2.25,Melbourne,17,7:10PM,TIO Stadium,2012
394,-9.5,1.6,Carlton,24615,21/7/12,Saturday,5483,9.5,2.4,Western Bulldogs,17,7:40PM,Etihad Stadium,2012
395,18.5,3.3,St Kilda,26834,22/7/12,Sunday,5484,-18.5,1.35,Sydney,17,1:10PM,SCG,2012
396,-3.5,1.8,North Melbourne,47432,22/7/12,Sunday,5485,3.5,2.05,Richmond,17,3:15PM,MCG,2012
397,94.5,26,GWS,28767,22/7/12,Sunday,5486,-94.5,1.01,Fremantle,17,2:40PM,Domain Stadium,2012
398,-36.5,1.14,Hawthorn,44899,27/7/12,Friday,5487,36.5,6,Essendon,18,7:50PM,Etihad Stadium,2012
399,8.5,2.35,Adelaide,18377,28/7/12,Saturday,5488,-8.5,1.62,Geelong,18,1:45PM,Simonds Stadium,2012
400,44.5,8,Melbourne,20816,28/7/12,Saturday,5489,-44.5,1.09,North Melbourne,18,2:10PM,Etihad Stadium,2012
401,-85.5,1.01,Collingwood,8102,28/7/12,Saturday,5490,85.5,26,GWS,18,4:40PM,Spotless Stadium,2012
402,-50.5,1.05,Sydney,11169,28/7/12,Saturday,5491,50.5,11,Gold Coast,18,7:40PM,Metricon Stadium,2012
403,-12.5,1.52,Richmond,46013,28/7/12,Saturday,5492,12.5,2.6,Carlton,18,7:40PM,MCG,2012
404,-12.5,1.47,Fremantle,14583,29/7/12,Sunday,5493,12.5,2.75,Port Adelaide,18,12:40PM,AAMI Stadium,2012
405,36.5,6,Western Bulldogs,23498,29/7/12,Sunday,5494,-36.5,1.14,St Kilda,18,3:15PM,Etihad Stadium,2012
406,37.5,6,Brisbane,35767,29/7/12,Sunday,5495,-37.5,1.14,West Coast,18,2:40PM,Domain Stadium,2012
407,26.5,3.8,Geelong,65287,3/8/12,Friday,5496,-26.5,1.28,Hawthorn,19,7:50PM,MCG,2012
408,-50.5,1.07,North Melbourne,21599,4/8/12,Saturday,5497,50.5,9.5,Western Bulldogs,19,1:45PM,Etihad Stadium,2012
409,-45.5,1.13,Port Adelaide,6811,4/8/12,Saturday,5498,45.5,6.25,GWS,19,2:10PM,Spotless Stadium,2012
410,-15.5,1.5,West Coast,39694,4/8/12,Saturday,5499,15.5,2.65,Fremantle,19,2:40PM,Domain Stadium,2012
411,-7.5,1.65,Richmond,22193,4/8/12,Saturday,5500,7.5,2.3,Brisbane,19,7:40PM,Gabba,2012
412,17.5,3.15,St Kilda,57873,4/8/12,Saturday,5501,-17.5,1.38,Collingwood,19,7:40PM,MCG,2012
413,21.5,3.4,Gold Coast,18097,5/8/12,Sunday,5502,-21.5,1.33,Melbourne,19,1:10PM,MCG,2012
414,-16.5,1.4,Sydney,36942,5/8/12,Sunday,5503,16.5,3.05,Carlton,19,3:15PM,Etihad Stadium,2012
415,38.5,6.4,Essendon,40030,5/8/12,Sunday,5504,-38.5,1.12,Adelaide,19,4:10PM,AAMI Stadium,2012
416,6.5,2.22,Geelong,37812,10/8/12,Friday,5505,-6.5,1.7,West Coast,20,6:40PM,Domain Stadium,2012
417,50.5,11,Melbourne,23464,11/8/12,Saturday,5506,-50.5,1.05,St Kilda,20,1:45PM,MCG,2012
418,18.5,3.15,Fremantle,35027,11/8/12,Saturday,5507,-18.5,1.38,Adelaide,20,1:40PM,AAMI Stadium,2012
419,20.5,3.15,GWS,14657,11/8/12,Saturday,5508,-20.5,1.38,Gold Coast,20,4:40PM,Metricon Stadium,2012
420,32.5,5,Brisbane,25977,11/8/12,Saturday,5509,-32.5,1.19,Carlton,20,7:40PM,Etihad Stadium,2012
421,10.5,2.4,Collingwood,45827,11/8/12,Saturday,5510,-10.5,1.6,Sydney,20,7:40PM,ANZ Stadium,2012
422,75.5,16,Port Adelaide,14431,12/8/12,Sunday,5511,-75.5,1.02,Hawthorn,20,1:10PM,Aurora Stadium,2012
423,39.5,6,Western Bulldogs,28286,12/8/12,Sunday,5512,-39.5,1.14,Richmond,20,3:15PM,MCG,2012
424,-6.5,1.7,North Melbourne,42674,12/8/12,Sunday,5513,6.5,2.2,Essendon,20,4:40PM,Etihad Stadium,2012
425,18.5,3.7,St Kilda,38169,17/8/12,Friday,5514,-18.5,1.3,Geelong,21,7:50PM,Etihad Stadium,2012
426,-3.5,1.8,Carlton,59381,18/8/12,Saturday,5515,3.5,2.05,Essendon,21,1:45PM,MCG,2012
427,-34.5,1.18,Melbourne,7561,18/8/12,Saturday,5516,34.5,5,GWS,21,2:10PM,Manuka Oval,2012
428,16.5,3.15,Richmond,32721,18/8/12,Saturday,5517,-16.5,1.37,Fremantle,21,2:40PM,Domain Stadium,2012
429,-29.5,1.2,Adelaide,18979,18/8/12,Saturday,5518,29.5,4.8,Brisbane,21,7:40PM,Gabba,2012
430,21.5,3.8,North Melbourne,44956,18/8/12,Saturday,5519,-21.5,1.28,Collingwood,21,7:40PM,Etihad Stadium,2012
431,-37.5,1.13,West Coast,13683,19/8/12,Sunday,5520,37.5,6.4,Port Adelaide,21,12:40PM,AAMI Stadium,2012
432,-47.5,1.06,Sydney,19396,19/8/12,Sunday,5521,47.5,10,Western Bulldogs,21,3:15PM,Etihad Stadium,2012
433,100.5,26,Gold Coast,23098,19/8/12,Sunday,5522,-100.5,1.01,Hawthorn,21,4:40PM,MCG,2012
434,9.5,2.4,Essendon,47590,24/8/12,Friday,5523,-9.5,1.62,Richmond,22,7:50PM,MCG,2012
435,80.5,15,GWS,17327,25/8/12,Saturday,5524,-80.5,1.02,St Kilda,22,1:45PM,Etihad Stadium,2012
436,-8.5,1.62,Brisbane,13953,25/8/12,Saturday,5525,8.5,2.35,Port Adelaide,22,1:40PM,AAMI Stadium,2012
437,-2.5,1.85,Hawthorn,31167,25/8/12,Saturday,5526,2.5,2,Sydney,22,4:40PM,SCG,2012
438,-68.5,1.02,Carlton,15251,25/8/12,Saturday,5527,68.5,15,Gold Coast,22,7:40PM,Metricon Stadium,2012
439,5.5,2.22,Collingwood,40527,25/8/12,Saturday,5528,-5.5,1.68,West Coast,22,5:40PM,Domain Stadium,2012
440,70.5,15,Western Bulldogs,18047,26/8/12,Sunday,5529,-70.5,1.02,Geelong,22,1:10PM,Simonds Stadium,2012
441,25.5,4.05,Fremantle,26482,26/8/12,Sunday,5530,-25.5,1.25,North Melbourne,22,3:15PM,Etihad Stadium,2012
442,-38.5,1.11,Adelaide,18450,26/8/12,Sunday,5531,38.5,6.75,Melbourne,22,4:40PM,MCG,2012
443,-38.5,1.15,Collingwood,56491,1/9/12,Saturday,5532,38.5,5.75,Essendon,23,7:40PM,MCG,2012
444,66.5,21,Gold Coast,35463,1/9/12,Saturday,5533,-66.5,1.01,Adelaide,23,1:40PM,AAMI Stadium,2012
445,-3.5,1.97,St Kilda,31393,2/9/12,Sunday,5534,-5.5,1.87,Carlton,23,1:10PM,Etihad Stadium,2012
446,34.5,5.3,Western Bulldogs,18289,2/9/12,Sunday,5535,-34.5,1.17,Brisbane,23,4:40PM,Gabba,2012
447,27.5,4.25,West Coast,50023,31/8/12,Friday,5536,-27.5,1.24,Hawthorn,23,7:50PM,MCG,2012
448,8.5,2.35,Sydney,20045,1/9/12,Saturday,5537,-8.5,1.62,Geelong,23,1:45PM,Simonds Stadium,2012
449,46.5,8.5,Port Adelaide,27893,2/9/12,Sunday,5538,-46.5,1.08,Richmond,23,3:15PM,MCG,2012
450,50.5,10,Melbourne,32687,1/9/12,Saturday,5539,-50.5,1.06,Fremantle,23,5:40PM,Domain Stadium,2012
451,-82.5,1.01,North Melbourne,6696,1/9/12,Saturday,5540,82.5,21,GWS,23,4:40PM,Spotless Stadium,2012
452,21.5,3.7,Port Adelaide,74856,20/9/14,Saturday,5962,-21.5,1.3,Hawthorn,Preliminary,4:45PM,MCG,2014
453,30.5,4.8,North Melbourne,48029,19/9/14,Friday,5961,-30.5,1.2,Sydney,Preliminary,7:50PM,ANZ Stadium,2014
454,7.5,2.3,Port Adelaide,42338,13/9/14,Saturday,5960,-7.5,1.63,Fremantle,Semi,5:45PM,Domain Stadium,2014
455,5,2.15,North Melbourne,65963,12/9/14,Friday,5959,-5,1.75,Geelong,Semi,7:50PM,MCG,2014
456,15.5,2.9,Richmond,50618,7/9/14,Sunday,5958,-15.5,1.44,Port Adelaide,Elimination,2:50PM,Adelaide Oval,2014
457,10.5,2.45,Fremantle,35998,6/9/14,Saturday,5956,-10.5,1.55,Sydney,Qualifying,2:45PM,ANZ Stadium,2014
458,5.5,2.12,Essendon,78559,6/9/14,Saturday,5957,-5.5,1.75,North Melbourne,Elimination,7:15PM,MCG,2014
459,13.5,2.6,Geelong,74753,5/9/14,Friday,5955,-13.5,1.52,Hawthorn,Qualifying,7:50PM,MCG,2014
460,8.5,2.3,Fremantle,100007,28/9/13,Saturday,5756,-8.5,1.62,Hawthorn,Grand,2:30PM,MCG,2013
461,13.5,2.6,Essendon,42218,22/3/13,Friday,5550,-13.5,1.5,Adelaide,1,8:10PM,AAMI Stadium,2013
462,3.5,2.08,West Coast,39629,23/3/13,Saturday,5551,-3.5,1.78,Fremantle,1,4:40PM,Domain Stadium,2013
463,-3.5,1.9,Richmond,80971,28/3/13,Thursday,5552,-3.5,1.94,Carlton,1,7:40PM,MCG,2013
464,-26.5,1.22,Brisbane,25263,30/3/13,Saturday,5553,26.5,4.4,Western Bulldogs,1,1:40PM,Etihad Stadium,2013
465,-54.5,1.04,Sydney,23690,30/3/13,Saturday,5554,54.5,12,GWS,1,4:40PM,ANZ Stadium,2013
466,-20.5,1.35,St Kilda,13832,30/3/13,Saturday,5555,20.5,3.25,Gold Coast,1,6:40PM,Metricon Stadium,2013
467,2.5,2,Port Adelaide,22924,31/3/13,Sunday,5556,-2.5,1.83,Melbourne,1,1:10PM,MCG,2013
468,-7.5,1.65,Collingwood,41040,31/3/13,Sunday,5557,7.5,2.3,North Melbourne,1,4:40PM,Etihad Stadium,2013
469,7.5,2.35,Geelong,76300,1/4/13,Monday,5558,-7.5,1.62,Hawthorn,1,3:15PM,MCG,2013
470,-18.5,1.38,Richmond,56783,5/4/13,Friday,5559,18.5,3.05,St Kilda,2,7:50PM,MCG,2013
471,42.5,8.25,Gold Coast,20372,6/4/13,Saturday,5560,-42.5,1.08,Sydney,2,1:45PM,SCG,2013
472,-20.5,1.35,Fremantle,19210,6/4/13,Saturday,5561,20.5,3.25,Western Bulldogs,2,2:10PM,Etihad Stadium,2013
473,-3.5,1.82,Adelaide,21308,6/4/13,Saturday,5562,3.5,2.02,Brisbane,2,3:40PM,Gabba,2013
474,37.5,6,GWS,25122,6/4/13,Saturday,5563,-37.5,1.14,Port Adelaide,2,7:10PM,AAMI Stadium,2013
475,43.5,8.25,Melbourne,51153,6/4/13,Saturday,5564,-43.5,1.08,Essendon,2,7:40PM,MCG,2013
476,15.5,2.86,North Melbourne,34152,7/4/13,Sunday,5565,-15.5,1.44,Geelong,2,1:10PM,Etihad Stadium,2013
477,15.5,2.85,Carlton,84247,7/4/13,Sunday,5566,-15.5,1.44,Collingwood,2,3:15PM,MCG,2013
478,-2.5,1.84,Hawthorn,38389,7/4/13,Sunday,5567,2.5,2,West Coast,2,2:40PM,Domain Stadium,2013
479,15.5,3,Essendon,35963,12/4/13,Friday,5568,-15.5,1.4,Fremantle,3,6:40PM,Domain Stadium,2013
