,awayline,awayodds,awayteam,date,gameID,homeline,homeodds,hometeam,round,time
844,15.5,2.75,Richmond,2014-08-16,5933,-15.5,1.45,Adelaide,21,7:10PM
845,20.5,3.1,Western Bulldogs,2014-08-17,5934,-20.5,1.37,North Melbourne,21,1:10PM
846,12.5,2.6,GWS,2014-08-17,5935,-12.5,1.5,Melbourne,21,3:20PM
847,7.5,2.3,Hawthorn,2014-08-17,5936,-7.5,1.63,Fremantle,21,2:40PM
848,21.5,3.35,Carlton,2014-08-22,5937,-21.5,1.32,Port Adelaide,22,7:20PM
849,5.5,2.12,Adelaide,2014-08-23,5938,-5.5,1.72,North Melbourne,22,1:45PM
850,32.5,5.25,Gold Coast,2014-08-23,5939,-32.5,1.16,Essendon,22,2:10PM
851,-11.5,1.52,Collingwood,2014-08-23,5940,11.5,2.55,GWS,22,4:40PM
852,60.5,12.0,Melbourne,2014-08-23,5941,-60.5,1.03,West Coast,22,5:40PM
853,10.5,2.45,Geelong,2014-08-23,5942,-10.5,1.55,Hawthorn,22,7:40PM
854,-26.5,1.25,Fremantle,2014-08-24,5943,26.5,4.0,Brisbane,22,1:10PM
855,-34.5,1.15,Sydney,2014-08-24,5944,34.5,5.5,Western Bulldogs,22,3:20PM
856,43.5,7.0,St Kilda,2014-08-24,5945,-43.5,1.1,Richmond,22,4:40PM
857,24.5,3.6,GWS,2014-08-31,5946,-24.5,1.28,Western Bulldogs,23,4:40PM
858,-15.5,1.45,Essendon,2014-08-30,5947,15.5,2.75,Carlton,23,1:45PM
859,-49.5,1.07,Hawthorn,2014-08-29,5948,49.5,9.5,Collingwood,23,7:50PM
860,-17.5,1.42,West Coast,2014-08-31,5949,17.5,2.9,Gold Coast,23,1:10PM
861,38.5,6.5,Brisbane,2014-08-30,5950,-38.5,1.11,Geelong,23,7:40PM
862,22.5,3.35,Richmond,2014-08-30,5951,-22.5,1.33,Sydney,23,4:40PM
863,44.5,8.0,Melbourne,2014-08-30,5952,-44.5,1.08,North Melbourne,23,7:40PM
864,58.5,13.0,St Kilda,2014-08-31,5953,-58.5,1.02,Adelaide,23,2:50PM
865,14.5,2.75,Port Adelaide,2014-08-30,5954,-14.5,1.45,Fremantle,23,1:10PM
866,13.5,2.6,Geelong,2014-09-05,5955,-13.5,1.52,Hawthorn,Final,7:50PM
867,10.5,2.45,Fremantle,2014-09-06,5956,-10.5,1.55,Sydney,Final,2:45PM
868,5.5,2.12,Essendon,2014-09-06,5957,-5.5,1.75,North Melbourne,Final,7:15PM
869,15.5,2.9,Richmond,2014-09-07,5958,-15.5,1.44,Port Adelaide,Final,2:50PM
870,5.0,2.15,North Melbourne,2014-09-12,5959,-5.0,1.75,Geelong,Final,7:50PM
871,7.5,2.3,Port Adelaide,2014-09-13,5960,-7.5,1.63,Fremantle,Final,5:45PM
872,30.5,4.8,North Melbourne,2014-09-19,5961,-30.5,1.2,Sydney,Final,7:50PM
873,21.5,3.7,Port Adelaide,2014-09-20,5962,-21.5,1.3,Hawthorn,Final,4:45PM
874,7.5,2.3,Hawthorn,2014-09-27,5963,-7.5,1.65,Sydney,Final,2:30PM
875,-10.5,1.54,Richmond,2015-04-02,5964,10.5,2.55,Carlton,1,7:20PM
876,-15.5,1.38,Gold Coast,2015-04-04,5965,15.5,3.15,Melbourne,1,1:40PM
877,22.5,3.3,Essendon,2015-04-04,5966,-22.5,1.35,Sydney,1,4:35PM
878,12.5,2.7,Collingwood,2015-04-04,5967,-12.5,1.48,Brisbane,1,6:20PM
879,-12.5,1.5,West Coast,2015-04-04,5968,12.5,2.65,Western Bulldogs,1,7:20PM
880,-20.5,1.3,GWS,2015-04-05,5969,20.5,3.6,St Kilda,1,1:10PM
881,5.5,2.15,North Melbourne,2015-04-05,5970,-5.5,1.72,Adelaide,1,2:50PM
882,4.5,2.2,Port Adelaide,2015-04-05,5971,-4.5,1.7,Fremantle,1,4:40PM
883,18.5,3.2,Geelong,2015-04-06,5972,-18.5,1.37,Hawthorn,1,3:20PM
884,12.5,2.6,Carlton,2015-04-10,5973,-12.5,1.5,West Coast,2,6:10PM
885,18.5,3.05,Western Bulldogs,2015-04-11,5974,-18.5,1.38,Richmond,2,1:45PM
886,16.5,2.75,Melbourne,2015-04-11,5975,-16.5,1.45,GWS,2,2:10PM
887,-12.5,1.48,Adelaide,2015-04-11,5976,12.5,2.65,Collingwood,2,4:35PM
888,30.5,4.5,St Kilda,2015-04-11,5977,-30.5,1.2,Gold Coast,2,7:20PM
889,5.5,2.15,Sydney,2015-04-11,5978,-5.5,1.7,Port Adelaide,2,7:10PM
890,-5.5,1.85,Fremantle,2015-04-12,5979,-5.5,1.95,Geelong,2,1:10PM
891,-28.5,1.2,Hawthorn,2015-04-12,5980,28.5,4.5,Essendon,2,3:20PM
892,35.5,5.5,Brisbane,2015-04-12,5981,-35.5,1.15,North Melbourne,2,4:40PM
893,16.5,3.0,St Kilda,2015-04-17,5982,-16.5,1.4,Collingwood,3,7:50PM
894,-26.5,1.25,Essendon,2015-04-18,5983,26.5,4.0,Carlton,3,1:45PM
895,48.5,8.0,Melbourne,2015-04-18,5984,-48.5,1.08,Adelaide,3,1:40PM
896,35.5,5.5,GWS,2015-04-18,5985,-35.5,1.15,Sydney,3,4:35PM
897,-1.5,1.83,Port Adelaide,2015-04-18,5986,1.5,2.0,North Melbourne,3,7:20PM
898,-13.5,1.48,Richmond,2015-04-18,5987,13.5,2.65,Brisbane,3,7:20PM
899,45.5,7.0,Western Bulldogs,2015-04-19,5988,-45.5,1.1,Hawthorn,3,1:10PM
900,37.5,5.75,Gold Coast,2015-04-19,5989,-37.5,1.14,Geelong,3,3:20PM
901,-19.5,1.32,Fremantle,2015-04-19,5990,19.5,3.4,West Coast,3,2:40PM
902,21.5,3.55,Melbourne,2015-04-24,5991,-21.5,1.32,Richmond,4,7:50PM
903,-20.5,1.4,Carlton,2015-04-25,5992,20.5,3.05,St Kilda,4,1:10PM
904,15.5,2.95,Collingwood,2015-04-25,5993,-15.5,1.42,Essendon,4,2:40PM
905,20.5,3.25,Gold Coast,2015-04-25,5994,-20.5,1.36,GWS,4,5:40PM
906,-12.5,1.53,Hawthorn,2015-04-25,5995,12.5,2.55,Port Adelaide,4,7:10PM
907,9.5,2.45,Sydney,2015-04-25,5996,-9.5,1.57,Fremantle,4,6:45PM
908,-14.5,1.5,West Coast,2015-04-26,5997,14.5,2.65,Brisbane,4,1:10PM
909,-6.5,1.67,North Melbourne,2015-04-26,5998,6.5,2.25,Geelong,4,3:20PM
910,-25.5,1.25,Adelaide,2015-04-26,5999,25.5,4.0,Western Bulldogs,4,4:40PM
911,-8.5,1.63,Collingwood,2015-05-01,6000,8.5,2.3,Carlton,5,7:50PM
912,7.5,2.3,Geelong,2015-05-02,6001,-7.5,1.63,Richmond,5,1:45PM
913,34.5,5.0,Western Bulldogs,2015-05-02,6002,-34.5,1.17,Sydney,5,2:10PM
914,2.5,2.0,Brisbane,2015-05-02,6003,-2.5,1.81,Gold Coast,5,4:35PM
915,-20.5,1.35,Hawthorn,2015-05-02,6004,20.5,3.15,North Melbourne,5,7:20PM
916,8.5,2.35,GWS,2015-05-02,6005,-8.5,1.6,West Coast,5,5:40PM
917,-30.5,1.17,Fremantle,2015-05-03,6006,30.5,5.0,Melbourne,5,1:10PM
918,-37.5,1.15,Essendon,2015-05-03,6007,37.5,5.5,St Kilda,5,3:20PM
919,-8.5,1.62,Port Adelaide,2015-05-03,6008,8.5,2.3,Adelaide,5,4:10PM
920,8.5,2.35,Geelong,2015-05-08,6009,-8.5,1.62,Collingwood,6,7:50PM
921,12.5,2.6,Richmond,2015-05-09,6010,-12.5,1.5,North Melbourne,6,1:45PM
922,17.5,3.05,St Kilda,2015-05-09,6011,-17.5,1.38,Western Bulldogs,6,2:10PM
923,-25.5,1.27,Hawthorn,2015-05-09,6012,25.5,3.75,GWS,6,4:35PM
924,-38.5,1.12,Adelaide,2015-05-09,6013,38.5,6.25,Gold Coast,6,5:10PM
925,-30.5,1.17,Sydney,2015-05-09,6014,30.5,5.0,Melbourne,6,7:20PM
926,27.5,4.5,Essendon,2015-05-09,6015,-27.5,1.2,Fremantle,6,6:10PM
927,26.5,4.0,Brisbane,2015-05-10,6016,-26.5,1.25,Carlton,6,3:20PM
928,30.5,4.5,West Coast,2015-05-10,6017,-30.5,1.2,Port Adelaide,6,4:10PM
929,-14.5,1.45,North Melbourne,2015-05-15,6018,14.5,2.75,Essendon,7,7:50PM
930,29.5,4.0,St Kilda,2015-05-16,6019,-29.5,1.24,Adelaide,7,1:15PM
931,42.5,6.75,Melbourne,2015-05-16,6020,-42.5,1.1,Hawthorn,7,2:10PM
932,-12.5,1.5,GWS,2015-05-16,6021,12.5,2.6,Carlton,7,4:35PM
933,25.5,3.7,Geelong,2015-05-16,6022,-25.5,1.27,Sydney,7,7:20PM
934,39.5,7.0,Gold Coast,2015-05-16,6023,-39.5,1.1,West Coast,7,5:40PM
935,-23.5,1.28,Fremantle,2015-05-17,6024,23.5,3.65,Western Bulldogs,7,1:10PM
936,-5.5,1.72,Collingwood,2015-05-17,6025,5.5,2.1,Richmond,7,3:20PM
937,-32.5,1.2,Port Adelaide,2015-05-17,6026,32.5,4.5,Brisbane,7,4:40PM
938,28.5,4.5,Carlton,2015-05-22,6027,-28.5,1.22,Geelong,8,7:50PM
939,-34.5,1.18,West Coast,2015-05-23,6028,34.5,5.15,St Kilda,8,1:45PM
940,11.5,2.5,Adelaide,2015-05-23,6029,-11.5,1.55,GWS,8,2:10PM
941,-24.5,1.28,Collingwood,2015-05-23,6030,24.5,3.8,Gold Coast,8,4:35PM
942,13.5,2.65,Sydney,2015-05-23,6031,-13.5,1.5,Hawthorn,8,7:20PM
943,30.5,4.75,North Melbourne,2015-05-23,6032,-30.5,1.2,Fremantle,8,5:40PM
944,29.5,4.4,Brisbane,2015-05-24,6033,-29.5,1.23,Essendon,8,1:10PM
945,-17.5,1.39,Western Bulldogs,2015-05-24,6034,17.5,3.1,Melbourne,8,3:20PM
946,22.5,3.4,Richmond,2015-05-24,6035,-22.5,1.33,Port Adelaide,8,4:10PM
947,72.5,17.0,Carlton,2015-05-29,6036,-72.5,1.02,Sydney,9,7:50PM
948,68.5,19.0,Gold Coast,2015-05-30,6037,-68.5,1.01,Hawthorn,9,1:45PM
949,-15.5,1.47,Port Adelaide,2015-05-30,6038,15.5,2.75,Melbourne,9,1:40PM
950,-12.5,1.53,GWS,2015-05-30,6039,12.5,2.55,Western Bulldogs,9,4:35PM
951,4.5,2.05,Essendon,2015-05-30,6040,-4.5,1.8,Richmond,9,7:20PM
952,-23.5,1.28,Fremantle,2015-05-30,6041,23.5,3.85,Adelaide,9,7:10PM
953,8.5,2.35,St Kilda,2015-05-31,6042,-8.5,1.62,Brisbane,9,1:10PM
954,-2.5,1.84,North Melbourne,2015-05-31,6043,2.5,2.0,Collingwood,9,3:20PM
955,15.5,2.9,Geelong,2015-05-31,6044,-15.5,1.43,West Coast,9,2:40PM
956,26.5,4.25,Richmond,2015-06-05,6045,-26.5,1.25,Fremantle,10,6:10PM
957,-23.5,1.32,Adelaide,2015-06-06,6046,23.5,3.5,Carlton,10,1:40PM
958,-61.5,1.02,Sydney,2015-06-06,6047,61.5,15.0,Gold Coast,10,4:35PM
959,-2.5,1.8,Geelong,2015-06-06,6048,2.5,2.05,Essendon,10,7:20PM
960,28.5,4.0,Western Bulldogs,2015-06-06,6049,-28.5,1.26,Port Adelaide,10,7:10PM
961,45.5,8.5,Brisbane,2015-06-07,6050,-45.5,1.08,GWS,10,1:10PM
962,-4.5,1.77,West Coast,2015-06-07,6051,4.5,2.1,North Melbourne,10,3:20PM
963,-57.5,1.03,Hawthorn,2015-06-07,6052,57.5,14.0,St Kilda,10,4:40PM
964,-26.5,1.26,Collingwood,2015-06-08,6053,26.5,4.0,Melbourne,10,3:20PM
965,14.5,2.8,Geelong,2015-06-12,6054,-14.5,1.46,Port Adelaide,11,7:20PM
966,-45.5,1.06,Fremantle,2015-06-13,6055,45.5,10.0,Gold Coast,11,1:40PM
967,39.5,5.75,Essendon,2015-06-13,6056,-39.5,1.15,West Coast,11,2:35PM
968,-14.5,1.5,Sydney,2015-06-13,6057,14.5,2.65,North Melbourne,11,7:20PM
969,7.5,2.25,GWS,2015-06-14,6058,-7.5,1.67,Collingwood,11,1:10PM
970,5.5,2.2,Melbourne,2015-06-14,6059,-5.5,1.7,St Kilda,11,4:40PM
971,-18.5,1.38,Hawthorn,2015-06-18,6060,18.5,3.15,Adelaide,12,7:20PM
972,2.5,2.05,West Coast,2015-06-19,6061,-2.5,1.8,Richmond,12,7:50PM
973,-16.5,1.39,Port Adelaide,2015-06-20,6062,16.5,3.1,Carlton,12,1:40PM
974,-17.5,1.38,North Melbourne,2015-06-20,6063,17.5,3.15,GWS,12,4:35PM
975,25.5,3.8,Brisbane,2015-06-20,6064,-25.5,1.28,Western Bulldogs,12,7:20PM
976,42.5,7.0,Melbourne,2015-06-21,6065,-42.5,1.11,Geelong,12,3:20PM
977,22.5,3.5,Collingwood,2015-06-25,6066,-22.5,1.33,Fremantle,13,6:10PM
978,20.5,3.25,Richmond,2015-06-26,6067,-20.5,1.35,Sydney,13,7:50PM
979,52.5,9.0,Essendon,2015-06-27,6068,-52.5,1.08,Hawthorn,13,1:40PM
980,-24.5,1.32,Adelaide,2015-06-27,6069,24.5,3.5,Brisbane,13,4:35PM
981,-13.5,1.52,Western Bulldogs,2015-06-27,6070,13.5,2.6,St Kilda,13,7:20PM
982,17.5,2.9,Gold Coast,2015-06-28,6071,-17.5,1.43,Carlton,13,3:20PM
983,14.5,2.75,Port Adelaide,2015-07-02,6072,-14.5,1.47,Sydney,14,7:20PM
984,-22.5,1.33,Hawthorn,2015-07-03,6073,22.5,3.45,Collingwood,14,7:50PM
985,34.5,5.0,GWS,2015-07-04,6074,-34.5,1.18,Richmond,14,1:40PM
986,-25.5,1.26,North Melbourne,2015-07-04,6075,25.5,4.0,Gold Coast,14,4:35PM
987,16.5,2.9,Carlton,2015-07-04,6076,-16.5,1.42,Western Bulldogs,14,7:20PM
988,-29.5,1.22,West Coast,2015-07-04,6077,29.5,4.4,Melbourne,14,7:10PM
989,5.5,2.15,St Kilda,2015-07-05,6078,-5.5,1.73,Essendon,14,1:10PM
990,56.5,15.0,Brisbane,2015-07-05,6080,-56.5,1.02,Fremantle,14,2:40PM
991,2.5,2.0,Collingwood,2015-07-09,6081,-2.5,1.84,Port Adelaide,15,7:20PM
992,21.5,3.4,Carlton,2015-07-10,6082,-21.5,1.33,Richmond,15,7:50PM
993,-12.5,1.48,Melbourne,2015-07-11,6083,12.5,2.7,Essendon,15,1:40PM
994,5.5,2.3,Gold Coast,2015-07-11,6084,-5.5,1.65,Western Bulldogs,15,4:35PM
995,-3.5,1.77,Geelong,2015-07-11,6085,3.5,2.1,North Melbourne,15,7:20PM
996,34.5,4.8,Adelaide,2015-07-11,6086,-34.5,1.18,West Coast,15,5:40PM
997,5.5,2.12,St Kilda,2015-07-12,6087,-5.5,1.75,GWS,15,1:10PM
998,18.5,3.1,Fremantle,2015-07-12,6088,-18.5,1.39,Hawthorn,15,3:20PM
999,-38.5,1.14,Sydney,2015-07-12,6089,38.5,6.0,Brisbane,15,4:40PM
1000,30.5,4.6,Essendon,2015-07-17,6090,-30.5,1.22,North Melbourne,16,7:50PM
1001,8.5,2.4,Western Bulldogs,2015-07-18,6091,-8.5,1.6,Geelong,16,1:45PM
1002,-5.5,1.68,GWS,2015-07-18,6092,5.5,2.25,Gold Coast,16,2:10PM
1003,-10.5,1.53,West Coast,2015-07-18,6093,10.5,2.55,Collingwood,16,4:35PM
1004,-10.5,1.57,Hawthorn,2015-07-18,6094,10.5,2.45,Sydney,16,7:20PM
1005,39.5,6.25,Carlton,2015-07-18,6095,-39.5,1.14,Fremantle,16,5:40PM
1006,8.5,2.35,Brisbane,2015-07-19,6096,-8.5,1.62,Melbourne,16,1:10PM
1007,10.5,2.5,Adelaide,2015-07-19,6097,-10.5,1.55,Port Adelaide,16,2:50PM
1008,-16.5,1.42,Richmond,2015-07-19,6098,16.5,2.95,St Kilda,16,4:40PM
1009,-65.5,1.02,Hawthorn,2015-07-24,6099,65.5,15.0,Carlton,17,7:50PM
1010,2.5,2.0,Geelong,2015-07-25,6100,-2.5,1.83,GWS,17,1:45PM
1011,30.5,4.5,Gold Coast,2015-07-25,6101,-30.5,1.22,Adelaide,17,1:40PM
1012,2.5,2.1,Fremantle,2015-07-25,6102,-2.5,1.75,Richmond,17,4:35PM
1013,-18.5,1.35,Port Adelaide,2015-07-25,6103,18.5,3.3,Essendon,17,7:20PM
1014,-30.5,1.22,North Melbourne,2015-07-25,6104,30.5,4.5,Brisbane,17,7:20PM
1015,-5.5,1.7,Collingwood,2015-07-26,6105,5.5,2.2,Western Bulldogs,17,1:10PM
1016,-3.5,1.77,St Kilda,2015-07-26,6106,3.5,2.1,Melbourne,17,3:20PM
1017,20.5,3.45,Sydney,2015-07-26,6107,-20.5,1.33,West Coast,17,2:40PM
1018,34.5,4.5,Richmond,2015-07-31,6108,-34.5,1.22,Hawthorn,18,7:50PM
1019,40.5,6.75,Brisbane,2015-08-01,6109,-40.5,1.12,Geelong,18,1:45PM
1020,22.5,3.4,Melbourne,2015-08-01,6110,-22.5,1.33,Collingwood,18,2:10PM
1021,16.5,2.9,Adelaide,2015-08-01,6111,-16.5,1.43,Sydney,18,4:35PM
1022,-36.5,1.15,North Melbourne,2015-08-01,6112,36.5,5.75,Carlton,18,7:20PM
1023,-49.5,1.08,West Coast,2015-08-01,6113,49.5,8.5,Gold Coast,18,7:20PM
1024,30.5,4.75,St Kilda,2015-08-02,6114,-30.5,1.2,Port Adelaide,18,12:40PM
1025,-16.5,1.42,Western Bulldogs,2015-08-02,6115,16.5,2.95,Essendon,18,3:20PM
1026,27.5,4.5,GWS,2015-08-02,6116,-27.5,1.22,Fremantle,18,2:40PM
1027,-5.5,1.7,Richmond,2015-08-07,6117,5.5,2.2,Adelaide,19,7:20PM
1028,28.5,4.4,Carlton,2015-08-08,6118,-28.5,1.23,Collingwood,19,1:45PM
1029,5.5,2.1,Port Adelaide,2015-08-08,6119,-5.5,1.75,Western Bulldogs,19,2:10PM
1030,-9.5,1.58,Gold Coast,2015-08-08,6120,9.5,2.45,Brisbane,19,4:35PM
1031,-4.5,1.86,Sydney,2015-08-08,6121,-1.5,1.98,Geelong,19,7:20PM
1032,-9.5,1.55,Hawthorn,2015-08-08,6122,9.5,2.5,West Coast,19,5:40PM
1033,-21.5,1.32,North Melbourne,2015-08-09,6123,21.5,3.5,Melbourne,19,1:10PM
1034,27.5,4.0,Essendon,2015-08-09,6124,-27.5,1.26,GWS,19,3:20PM
1035,-12.5,1.5,Fremantle,2015-08-09,6125,12.5,2.65,St Kilda,19,4:40PM
1036,19.5,3.3,Collingwood,2015-08-14,6126,-19.5,1.35,Sydney,20,7:50PM
1037,-25.5,1.28,Adelaide,2015-08-15,6127,25.5,3.85,Essendon,20,1:45PM
1038,34.5,5.3,St Kilda,2015-08-15,6128,-34.5,1.17,North Melbourne,20,2:10PM
1039,25.5,4.0,GWS,2015-08-15,6129,-25.5,1.26,Port Adelaide,20,4:05PM
1040,-27.5,1.25,Hawthorn,2015-08-15,6130,27.5,4.1,Geelong,20,7:20PM
1041,6.5,2.25,Carlton,2015-08-15,6131,-6.5,1.67,Brisbane,20,7:20PM
1042,41.5,7.5,Gold Coast,2015-08-16,6132,-41.5,1.1,Richmond,20,1:10PM
1043,28.5,4.75,Melbourne,2015-08-16,6133,-28.5,1.2,Western Bulldogs,20,3:20PM
1044,6.5,2.25,West Coast,2015-08-16,6134,-6.5,1.67,Fremantle,20,2:40PM
1045,49.5,8.75,Port Adelaide,2015-08-21,6135,-49.5,1.08,Hawthorn,21,7:50PM
1046,-14.5,1.45,Richmond,2015-08-22,6136,14.5,2.82,Collingwood,21,1:45PM
1047,-11.5,1.52,Sydney,2015-08-22,6137,11.5,2.6,GWS,21,2:10PM
1048,10.5,2.5,Essendon,2015-08-22,6138,-10.5,1.55,Gold Coast,21,4:35PM
1049,-29.5,1.2,Geelong,2015-08-22,6139,29.5,4.75,St Kilda,21,7:20PM
1050,48.5,9.25,Brisbane,2015-08-22,6140,-48.5,1.07,Adelaide,21,7:10PM
1051,5.5,2.15,Fremantle,2015-08-23,6141,-5.5,1.73,North Melbourne,21,1:10PM
1052,-17.5,1.36,Melbourne,2015-08-23,6142,17.5,3.25,Carlton,21,3:20PM
1053,23.5,3.6,Western Bulldogs,2015-08-23,6143,-23.5,1.31,West Coast,21,2:40PM
1054,15.5,2.9,Collingwood,2015-08-28,6144,-15.5,1.43,Geelong,22,7:50PM
1055,30.5,4.5,Carlton,2015-08-29,6145,-30.5,1.22,GWS,22,1:45PM
1056,68.5,17.0,Brisbane,2015-08-29,6146,-68.5,1.01,Hawthorn,22,2:10PM
1057,6.5,2.3,Western Bulldogs,2015-08-29,6147,-6.5,1.63,North Melbourne,22,4:35PM
1058,-38.5,1.13,Richmond,2015-08-29,6148,38.5,6.3,Essendon,22,7:20PM
1059,-19.5,1.35,Port Adelaide,2015-08-29,6149,19.5,3.25,Gold Coast,22,7:20PM
1060,-3.5,1.8,West Coast,2015-08-30,6150,3.5,2.05,Adelaide,22,12:40PM
1061,-28.5,1.22,Sydney,2015-08-30,6151,28.5,4.5,St Kilda,22,3:20PM
1062,43.5,8.5,Melbourne,2015-08-30,6152,-43.5,1.08,Fremantle,22,2:40PM
1063,23.5,3.5,Essendon,2015-09-06,6153,-23.5,1.3,Collingwood,23,3:20PM
1064,48.5,9.0,North Melbourne,2015-09-04,6154,-48.5,1.07,Richmond,23,7:50PM
1065,72.5,17.0,Carlton,2015-09-05,6155,-72.5,1.01,Hawthorn,23,4:40PM
1066,-8.5,1.68,Adelaide,2015-09-05,6156,8.5,2.25,Geelong,23,1:05PM
1067,55.5,13.0,Gold Coast,2015-09-05,6157,-55.5,1.03,Sydney,23,7:20PM
1068,-10.5,1.58,GWS,2015-09-06,6158,10.5,2.4,Melbourne,23,1:10PM
1069,-28.5,1.22,Western Bulldogs,2015-09-05,6159,28.5,4.5,Brisbane,23,1:45PM
1070,58.5,8.5,Fremantle,2015-09-05,6160,-58.5,1.08,Port Adelaide,23,3:20PM
1071,53.5,12.0,St Kilda,2015-09-05,6161,-53.5,1.04,West Coast,23,5:40PM
1072,-7.5,1.6,Hawthorn,2015-09-11,6163,7.5,2.42,West Coast,Final,6:20PM
1073,16.5,3.2,Sydney,2015-09-12,6164,-16.5,1.36,Fremantle,Final,1:20PM
1074,-1.5,1.93,Adelaide,2015-09-12,6165,-1.5,1.93,Western Bulldogs,Final,7:20PM
1075,8.5,2.3,North Melbourne,2015-09-13,6166,-8.5,1.65,Richmond,Final,3:20PM
1076,24.5,3.25,Adelaide,2015-09-18,6167,-24.5,1.37,Hawthorn,Final,7:50PM
1077,10.5,2.55,North Melbourne,2015-09-19,6168,-10.5,1.53,Sydney,Final,7:20PM
1078,-6.5,1.74,Hawthorn,2015-09-25,6169,6.5,2.15,Fremantle,Final,6:20PM
1079,30.5,4.2,North Melbourne,2015-09-26,6170,-30.5,1.24,West Coast,Final,5:45PM
1080,9.5,2.4,West Coast,2015-10-03,6171,-9.5,1.63,Hawthorn,Final,2:30PM
1081,27.5,4.25,Carlton,2016-03-24,6172,-27.5,1.24,Richmond,1,7:20PM
1082,-7.5,1.55,GWS,2016-03-26,6173,7.5,2.5,Melbourne,1,1:40PM
1083,40.5,5.5,Essendon,2016-03-26,6174,-40.5,1.16,Gold Coast,1,3:35PM
1084,13.5,2.85,Adelaide,2016-03-26,6175,-13.5,1.44,North Melbourne,1,7:25PM
1085,10.5,2.4,Collingwood,2016-03-26,6176,-10.5,1.6,Sydney,1,7:25PM
1086,7.5,2.25,Fremantle,2016-03-27,6177,-7.5,1.65,Western Bulldogs,1,1:10PM
1087,38.5,5.5,St Kilda,2016-03-27,6178,-38.5,1.15,Port Adelaide,1,2:50PM
1088,57.5,10.0,Brisbane,2016-03-27,6179,-57.5,1.05,West Coast,1,4:40PM
1089,-6.5,1.7,Hawthorn,2016-03-28,6180,6.5,2.2,Geelong,1,3:20PM
1090,-3.5,1.8,Richmond,2016-04-01,6181,3.5,2.05,Collingwood,2,7:50PM
1091,-1.5,1.91,Port Adelaide,2016-04-02,6182,1.5,1.95,Adelaide,2,1:15PM
1092,-38.5,1.15,Melbourne,2016-04-02,6183,38.5,5.5,Essendon,2,2:10PM
1093,-25.5,1.27,North Melbourne,2016-04-02,6184,25.5,3.9,Brisbane,2,3:35PM
1094,-25.5,1.25,Western Bulldogs,2016-04-02,6185,25.5,3.95,St Kilda,2,7:25PM
1095,26.5,4.25,Gold Coast,2016-04-02,6186,-26.5,1.23,Fremantle,2,4:40PM
1096,-13.5,1.47,Geelong,2016-04-03,6187,13.5,2.75,GWS,2,1:10PM
1097,-4.5,1.72,West Coast,2016-04-03,6188,4.5,2.15,Hawthorn,2,3:20PM
1098,-29.5,1.22,Sydney,2016-04-03,6189,29.5,4.5,Carlton,2,4:40PM
1099,45.5,6.25,Essendon,2016-04-08,6190,-45.5,1.13,Port Adelaide,3,7:20PM
1100,-9.5,1.6,Collingwood,2016-04-09,6191,9.5,2.4,St Kilda,3,1:45PM
1101,-2.5,1.83,Adelaide,2016-04-09,6192,2.5,2.0,Richmond,3,2:10PM
1102,17.5,3.15,GWS,2016-04-09,6193,-17.5,1.37,Sydney,3,4:35PM
1103,36.5,5.75,Carlton,2016-04-09,6194,-36.5,1.15,Gold Coast,3,7:25PM
1104,20.5,3.3,Fremantle,2016-04-09,6195,-20.5,1.35,West Coast,3,5:40PM
1105,38.5,6.0,Melbourne,2016-04-10,6196,-38.5,1.14,North Melbourne,3,1:10PM
1106,-1.5,1.88,Hawthorn,2016-04-10,6197,1.5,1.96,Western Bulldogs,3,3:20PM
1107,54.5,10.0,Brisbane,2016-04-10,6198,-54.5,1.06,Geelong,3,4:40PM
1108,28.5,4.15,Richmond,2016-04-15,6199,-28.5,1.24,West Coast,4,6:10PM
1109,-55.5,1.05,Geelong,2016-04-16,6200,55.5,11.0,Essendon,4,1:45PM
1110,42.5,7.0,St Kilda,2016-04-16,6201,-42.5,1.11,Hawthorn,4,2:10PM
1111,-16.5,1.42,Gold Coast,2016-04-16,6202,16.5,2.95,Brisbane,4,4:35PM
1112,-49.5,1.08,Western Bulldogs,2016-04-16,6203,49.5,8.0,Carlton,4,7:25PM
1113,-1.5,1.92,Sydney,2016-04-16,6204,-1.5,1.92,Adelaide,4,7:10PM
1114,-0.5,1.9,Port Adelaide,2016-04-17,6205,0.5,1.95,GWS,4,1:10PM
1115,17.5,3.0,Melbourne,2016-04-17,6206,-17.5,1.4,Collingwood,4,3:20PM
1116,30.5,4.3,Fremantle,2016-04-17,6207,-30.5,1.23,North Melbourne,4,4:40PM
1117,19.5,3.05,Adelaide,2016-04-22,6208,-19.5,1.4,Hawthorn,5,7:50PM
1118,8.5,2.45,West Coast,2016-04-23,6209,-8.5,1.58,Sydney,5,1:45PM
1119,-19.5,1.4,North Melbourne,2016-04-23,6210,19.5,3.05,Gold Coast,5,4:35PM
1120,42.5,6.25,Brisbane,2016-04-23,6211,-42.5,1.13,Western Bulldogs,5,7:25PM
1121,-3.5,1.77,Geelong,2016-04-23,6212,3.5,2.1,Port Adelaide,5,7:15PM
1122,-9.5,1.58,GWS,2016-04-24,6213,9.5,2.45,St Kilda,5,1:10PM
1123,35.5,5.5,Carlton,2016-04-24,6214,-35.5,1.16,Fremantle,5,2:15PM
1124,-6.5,1.7,Richmond,2016-04-24,6215,6.5,2.2,Melbourne,5,7:10PM
